airline,origin,departure,stops,arrival,destination,class,duration,days_remain,price
Air_India,Delhi,Early_Morning,one,Morning,Kolkata,Economy,25.8,16,66.3
Vistara,Kolkata,Early_Morning,one,Afternoon,Mumbai,Economy,6.8,19,69.3
Vistara,Chennai,Morning,one,Evening,Bangalore,Business,8.1,3,1128.7
Vistara,Mumbai,Night,one,Morning,Kolkata,Economy,12.7,31,70.3
Vistara,Chennai,Afternoon,one,Night,Kolkata,Economy,10.2,40,105.2
AirAsia,Hyderabad,Evening,one,Morning,Delhi,Economy,13.2,18,25.4
Air_India,Hyderabad,Morning,one,Evening,Mumbai,Economy,8.7,33,49.8
Vistara,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,9.4,22,129.8
Air_India,Chennai,Evening,one,Morning,Hyderabad,Business,17.5,17,586.4
Indigo,Kolkata,Evening,one,Late_Night,Delhi,Economy,7.5,20,74.1
Air_India,Kolkata,Early_Morning,two_or_more,Evening,Mumbai,Economy,12.2,10,134.6
Air_India,Delhi,Morning,one,Morning,Kolkata,Business,22.3,28,495.4
Vistara,Bangalore,Night,one,Morning,Kolkata,Economy,11.2,49,92.6
Air_India,Chennai,Morning,one,Late_Night,Bangalore,Business,14.5,35,508.7
Vistara,Hyderabad,Evening,zero,Evening,Delhi,Business,2.2,10,351.8
Vistara,Kolkata,Morning,one,Night,Hyderabad,Business,12.7,12,595.8
Vistara,Kolkata,Morning,one,Night,Chennai,Economy,12.5,33,67.5
Vistara,Kolkata,Morning,one,Night,Bangalore,Business,10.2,25,811.5
GO_FIRST,Delhi,Evening,one,Early_Morning,Kolkata,Economy,12.3,37,49.4
Vistara,Kolkata,Evening,one,Morning,Delhi,Economy,16.1,47,81.6
Air_India,Kolkata,Morning,two_or_more,Evening,Mumbai,Economy,30.0,8,161.7
Air_India,Bangalore,Evening,one,Evening,Mumbai,Business,24.2,38,624.5
SpiceJet,Delhi,Morning,one,Evening,Chennai,Economy,6.2,16,47.4
Vistara,Hyderabad,Night,one,Night,Delhi,Economy,24.3,4,114.4
Air_India,Delhi,Morning,one,Night,Hyderabad,Economy,12.6,22,48.1
Indigo,Kolkata,Night,zero,Late_Night,Hyderabad,Economy,2.2,37,31.4
GO_FIRST,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,6.3,27,47.6
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,11.1,7,128.0
Air_India,Mumbai,Morning,one,Night,Chennai,Economy,13.6,13,105.1
Vistara,Bangalore,Evening,one,Morning,Chennai,Business,12.9,15,505.7
Vistara,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Business,6.1,45,612.6
Vistara,Kolkata,Afternoon,one,Morning,Bangalore,Economy,17.3,13,148.6
Indigo,Chennai,Evening,one,Night,Delhi,Economy,6.7,11,90.0
AirAsia,Hyderabad,Night,one,Late_Night,Delhi,Economy,5.2,22,25.4
Vistara,Chennai,Early_Morning,one,Evening,Delhi,Business,9.9,46,661.4
GO_FIRST,Delhi,Afternoon,one,Late_Night,Chennai,Economy,9.2,12,84.8
Air_India,Bangalore,Early_Morning,one,Evening,Delhi,Business,12.6,14,485.6
Vistara,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,4.8,38,70.5
AirAsia,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,7.4,47,35.3
Air_India,Delhi,Evening,one,Night,Mumbai,Economy,3.8,12,68.0
Vistara,Hyderabad,Morning,one,Morning,Chennai,Economy,24.3,27,71.8
AirAsia,Chennai,Night,one,Morning,Hyderabad,Economy,10.2,19,17.7
Vistara,Kolkata,Morning,one,Early_Morning,Bangalore,Economy,21.4,8,138.9
Air_India,Bangalore,Early_Morning,two_or_more,Evening,Chennai,Business,11.4,28,719.8
Air_India,Chennai,Evening,one,Night,Bangalore,Economy,6.9,46,72.0
AirAsia,Hyderabad,Evening,one,Morning,Delhi,Economy,13.2,2,156.4
Indigo,Bangalore,Afternoon,one,Night,Kolkata,Economy,6.4,47,38.7
Indigo,Chennai,Afternoon,one,Night,Delhi,Economy,8.0,13,90.0
Vistara,Kolkata,Morning,one,Morning,Bangalore,Economy,22.4,21,70.7
SpiceJet,Hyderabad,Night,zero,Night,Delhi,Economy,2.1,37,26.0
Vistara,Delhi,Evening,two_or_more,Morning,Chennai,Economy,16.8,21,99.6
Vistara,Chennai,Morning,one,Night,Hyderabad,Economy,11.2,24,68.9
Air_India,Delhi,Evening,one,Evening,Mumbai,Business,24.8,34,582.1
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Economy,14.0,28,75.0
Air_India,Mumbai,Evening,one,Morning,Hyderabad,Business,16.5,26,521.8
Air_India,Mumbai,Morning,one,Night,Delhi,Economy,11.0,29,66.7
GO_FIRST,Mumbai,Afternoon,one,Night,Bangalore,Economy,8.9,40,72.2
Vistara,Chennai,Afternoon,one,Night,Delhi,Economy,8.2,43,59.2
Air_India,Mumbai,Evening,two_or_more,Afternoon,Kolkata,Business,19.2,25,654.9
Indigo,Bangalore,Morning,zero,Morning,Chennai,Economy,1.1,13,39.9
Vistara,Bangalore,Early_Morning,one,Morning,Chennai,Economy,5.2,12,105.5
Indigo,Mumbai,Morning,one,Evening,Bangalore,Economy,6.4,32,24.3
Air_India,Hyderabad,Morning,two_or_more,Morning,Bangalore,Economy,22.2,3,175.5
Air_India,Hyderabad,Evening,one,Late_Night,Bangalore,Business,7.9,42,646.3
Vistara,Delhi,Early_Morning,one,Night,Bangalore,Business,13.4,11,651.1
Air_India,Chennai,Morning,one,Night,Mumbai,Economy,12.2,21,49.8
Air_India,Mumbai,Afternoon,one,Evening,Kolkata,Business,27.6,12,567.9
Air_India,Bangalore,Early_Morning,one,Night,Hyderabad,Business,17.4,14,645.0
Air_India,Hyderabad,Morning,one,Afternoon,Kolkata,Economy,24.8,30,86.2
Air_India,Hyderabad,Evening,one,Afternoon,Chennai,Business,20.4,46,589.2
Indigo,Mumbai,Evening,one,Night,Chennai,Economy,4.9,11,94.9
Vistara,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.2,34,26.7
Vistara,Kolkata,Early_Morning,two_or_more,Night,Bangalore,Economy,16.2,25,92.6
SpiceJet,Kolkata,Night,one,Night,Mumbai,Economy,26.2,41,68.9
Air_India,Hyderabad,Early_Morning,one,Night,Bangalore,Business,14.8,34,508.7
Vistara,Bangalore,Evening,one,Early_Morning,Mumbai,Business,13.1,27,765.2
Vistara,Mumbai,Night,one,Morning,Hyderabad,Business,12.8,20,663.8
Vistara,Chennai,Morning,one,Morning,Bangalore,Economy,23.1,4,133.0
Indigo,Delhi,Afternoon,one,Evening,Mumbai,Economy,6.0,43,27.5
Air_India,Mumbai,Morning,one,Afternoon,Delhi,Economy,6.4,25,70.4
Vistara,Kolkata,Evening,one,Morning,Chennai,Economy,15.2,33,64.6
Vistara,Bangalore,Evening,one,Late_Night,Delhi,Business,5.0,49,485.6
Vistara,Mumbai,Evening,zero,Evening,Chennai,Economy,2.1,26,33.1
Vistara,Delhi,Evening,one,Evening,Hyderabad,Economy,24.3,45,58.2
Vistara,Kolkata,Evening,one,Morning,Bangalore,Economy,17.1,21,92.6
Vistara,Chennai,Afternoon,one,Evening,Bangalore,Economy,31.0,22,82.7
SpiceJet,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.1,13,71.6
Air_India,Delhi,Evening,one,Night,Hyderabad,Economy,26.9,28,67.9
SpiceJet,Chennai,Early_Morning,one,Morning,Delhi,Economy,27.2,27,46.2
Vistara,Delhi,Morning,zero,Morning,Mumbai,Economy,2.1,3,68.0
Air_India,Kolkata,Evening,one,Morning,Hyderabad,Economy,16.7,8,118.5
Vistara,Mumbai,Afternoon,one,Night,Delhi,Economy,7.2,31,101.5
Vistara,Kolkata,Evening,one,Afternoon,Mumbai,Economy,19.2,45,69.3
Vistara,Mumbai,Night,one,Afternoon,Hyderabad,Business,15.7,40,663.8
Air_India,Mumbai,Morning,zero,Morning,Bangalore,Business,1.7,41,236.2
Indigo,Hyderabad,Evening,one,Night,Chennai,Economy,6.8,16,43.1
Indigo,Delhi,Night,one,Early_Morning,Chennai,Economy,8.7,43,38.7
Vistara,Kolkata,Evening,one,Evening,Chennai,Economy,26.3,41,80.2
Vistara,Mumbai,Morning,one,Evening,Kolkata,Economy,10.8,49,67.9
Vistara,Mumbai,Early_Morning,one,Night,Hyderabad,Business,16.4,13,612.6
GO_FIRST,Kolkata,Afternoon,one,Night,Mumbai,Economy,9.0,49,67.2
AirAsia,Delhi,Evening,one,Late_Night,Kolkata,Economy,6.6,37,46.0
Vistara,Delhi,Morning,one,Evening,Chennai,Economy,9.6,7,131.6
Vistara,Kolkata,Night,one,Evening,Chennai,Business,23.3,12,633.8
Vistara,Mumbai,Evening,one,Morning,Bangalore,Business,14.5,47,789.9
Air_India,Mumbai,Afternoon,one,Morning,Hyderabad,Economy,18.9,28,47.7
Air_India,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,7.9,31,61.8
Vistara,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,9.3,21,59.7
Air_India,Mumbai,Early_Morning,one,Late_Night,Bangalore,Economy,17.2,7,105.1
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,12.1,49,75.0
Air_India,Bangalore,Early_Morning,one,Evening,Kolkata,Business,13.0,20,691.0
Vistara,Delhi,Afternoon,one,Early_Morning,Bangalore,Business,17.5,5,484.9
AirAsia,Hyderabad,Afternoon,one,Night,Mumbai,Economy,6.2,31,25.7
Vistara,Kolkata,Night,one,Evening,Bangalore,Business,21.2,48,597.1
Vistara,Hyderabad,Night,one,Evening,Kolkata,Economy,19.2,42,88.7
Vistara,Bangalore,Early_Morning,one,Evening,Hyderabad,Business,10.0,44,646.2
Air_India,Kolkata,Morning,one,Evening,Chennai,Business,8.6,23,639.3
Vistara,Kolkata,Morning,one,Evening,Bangalore,Economy,8.8,39,70.7
GO_FIRST,Mumbai,Evening,one,Morning,Bangalore,Economy,14.7,35,72.2
Vistara,Chennai,Night,one,Morning,Delhi,Economy,11.6,11,130.7
Air_India,Hyderabad,Evening,one,Morning,Bangalore,Economy,17.5,13,87.3
Air_India,Mumbai,Early_Morning,one,Evening,Chennai,Economy,13.5,11,148.2
AirAsia,Mumbai,Night,one,Afternoon,Bangalore,Economy,13.5,25,23.7
Vistara,Delhi,Evening,one,Afternoon,Hyderabad,Economy,18.5,8,112.4
Vistara,Bangalore,Evening,one,Late_Night,Delhi,Economy,5.2,35,46.9
Air_India,Hyderabad,Early_Morning,one,Night,Mumbai,Business,14.8,7,524.0
Vistara,Bangalore,Evening,one,Morning,Hyderabad,Economy,15.8,28,70.0
Vistara,Delhi,Early_Morning,zero,Morning,Kolkata,Business,2.1,49,329.7
GO_FIRST,Bangalore,Afternoon,one,Night,Hyderabad,Economy,6.7,16,67.9
Air_India,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,24.9,10,105.1
Air_India,Bangalore,Evening,one,Evening,Mumbai,Economy,24.2,35,70.3
Vistara,Mumbai,Evening,one,Night,Hyderabad,Business,5.3,13,703.4
Vistara,Mumbai,Early_Morning,one,Evening,Bangalore,Business,12.8,32,623.6
Vistara,Mumbai,Afternoon,one,Morning,Kolkata,Business,18.9,9,708.6
Air_India,Kolkata,Night,one,Evening,Delhi,Economy,23.1,27,77.8
Vistara,Hyderabad,Night,one,Morning,Chennai,Economy,11.2,5,98.7
Indigo,Bangalore,Morning,one,Evening,Kolkata,Economy,7.9,43,74.8
Indigo,Mumbai,Evening,one,Late_Night,Bangalore,Economy,6.0,45,24.3
Air_India,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,14.2,19,75.1
Vistara,Delhi,Night,one,Morning,Bangalore,Business,11.2,31,625.6
Air_India,Chennai,Morning,one,Evening,Mumbai,Economy,10.1,30,64.1
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,6.0,37,71.9
AirAsia,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,5.8,8,60.4
Vistara,Chennai,Night,one,Evening,Delhi,Business,23.2,5,862.3
Vistara,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Business,6.6,21,523.1
Vistara,Bangalore,Morning,one,Evening,Kolkata,Business,10.4,36,591.8
Vistara,Bangalore,Early_Morning,two_or_more,Morning,Kolkata,Economy,25.8,29,104.8
Air_India,Bangalore,Evening,one,Late_Night,Delhi,Economy,8.7,31,69.3
Vistara,Hyderabad,Night,one,Evening,Delhi,Business,19.3,33,683.2
Vistara,Mumbai,Afternoon,one,Evening,Bangalore,Economy,6.4,25,73.7
Air_India,Delhi,Evening,one,Early_Morning,Chennai,Economy,14.8,21,42.6
Indigo,Kolkata,Afternoon,one,Late_Night,Delhi,Economy,8.8,11,90.8
Indigo,Chennai,Afternoon,zero,Evening,Hyderabad,Economy,1.3,25,17.7
Vistara,Mumbai,Afternoon,zero,Evening,Delhi,Economy,2.2,23,26.7
Air_India,Kolkata,Afternoon,one,Late_Night,Bangalore,Economy,8.7,39,85.4
Air_India,Kolkata,Afternoon,one,Morning,Hyderabad,Business,20.4,21,594.6
AirAsia,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,11.0,46,35.3
Vistara,Bangalore,Evening,one,Morning,Kolkata,Economy,15.2,7,151.9
Air_India,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.8,1,147.8
Air_India,Delhi,Evening,one,Afternoon,Mumbai,Business,18.9,32,372.8
Air_India,Kolkata,Night,one,Morning,Hyderabad,Economy,14.0,26,53.9
Vistara,Delhi,Evening,zero,Evening,Mumbai,Business,2.3,14,342.5
Air_India,Mumbai,Afternoon,one,Night,Chennai,Business,8.2,46,566.6
Vistara,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,8.2,11,135.4
Vistara,Bangalore,Early_Morning,one,Night,Delhi,Business,14.0,45,651.9
Air_India,Hyderabad,Early_Morning,one,Morning,Mumbai,Economy,25.6,11,114.4
SpiceJet,Delhi,Evening,zero,Night,Mumbai,Economy,2.2,15,29.9
Vistara,Kolkata,Evening,one,Afternoon,Mumbai,Business,20.2,13,714.8
Vistara,Hyderabad,Morning,one,Night,Delhi,Economy,14.5,9,114.4
Indigo,Delhi,Early_Morning,zero,Morning,Hyderabad,Economy,2.3,47,24.0
Indigo,Mumbai,Morning,zero,Afternoon,Chennai,Economy,2.0,44,34.3
Air_India,Mumbai,Evening,one,Evening,Bangalore,Business,22.2,33,623.6
Indigo,Bangalore,Night,zero,Late_Night,Mumbai,Economy,1.9,12,59.1
Air_India,Delhi,Evening,zero,Night,Mumbai,Business,2.2,3,292.5
Vistara,Hyderabad,Evening,one,Morning,Delhi,Economy,16.2,8,131.2
Vistara,Bangalore,Early_Morning,one,Evening,Delhi,Business,11.4,10,626.3
Air_India,Kolkata,Morning,one,Night,Mumbai,Business,11.8,11,574.1
Vistara,Delhi,Afternoon,one,Evening,Bangalore,Economy,4.8,16,38.3
Vistara,Hyderabad,Afternoon,one,Night,Chennai,Economy,10.2,5,98.7
Indigo,Delhi,Morning,one,Evening,Mumbai,Economy,8.3,19,51.7
Air_India,Mumbai,Early_Morning,one,Early_Morning,Chennai,Economy,26.2,45,37.9
Vistara,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,10.1,42,73.8
GO_FIRST,Hyderabad,Early_Morning,one,Evening,Delhi,Economy,10.8,4,70.0
Air_India,Mumbai,Early_Morning,one,Night,Bangalore,Business,13.1,39,623.6
Indigo,Bangalore,Night,zero,Night,Hyderabad,Economy,1.2,34,19.6
Indigo,Kolkata,Afternoon,one,Late_Night,Bangalore,Economy,11.2,43,48.1
Vistara,Delhi,Night,one,Morning,Mumbai,Economy,13.6,46,71.9
Vistara,Chennai,Morning,one,Early_Morning,Bangalore,Economy,22.1,11,104.0
Vistara,Hyderabad,Morning,one,Night,Chennai,Economy,11.8,28,90.2
Air_India,Kolkata,Evening,one,Night,Delhi,Economy,6.5,1,174.8
SpiceJet,Kolkata,Morning,one,Evening,Mumbai,Economy,8.7,24,142.3
Vistara,Kolkata,Early_Morning,two_or_more,Night,Bangalore,Economy,13.2,44,92.6
Indigo,Delhi,Afternoon,one,Night,Chennai,Economy,8.2,41,54.0
Vistara,Delhi,Early_Morning,one,Night,Mumbai,Business,12.8,8,789.3
Air_India,Bangalore,Evening,one,Morning,Mumbai,Economy,14.8,29,42.4
Vistara,Mumbai,Early_Morning,zero,Early_Morning,Hyderabad,Business,1.5,42,201.0
Vistara,Delhi,Evening,one,Morning,Mumbai,Business,15.8,4,586.8
Indigo,Bangalore,Afternoon,zero,Evening,Hyderabad,Economy,1.7,15,62.7
Vistara,Bangalore,Morning,one,Evening,Chennai,Business,6.6,35,689.7
Vistara,Delhi,Morning,one,Morning,Mumbai,Economy,23.6,48,59.7
SpiceJet,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,9.0,3,153.9
Air_India,Kolkata,Night,one,Morning,Bangalore,Economy,12.4,13,164.0
Indigo,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,5.9,40,36.8
Vistara,Mumbai,Morning,one,Night,Bangalore,Business,11.7,32,789.9
Vistara,Delhi,Early_Morning,one,Night,Chennai,Business,15.6,38,687.8
Air_India,Bangalore,Evening,one,Evening,Delhi,Business,24.0,48,485.6
GO_FIRST,Mumbai,Evening,one,Morning,Hyderabad,Economy,14.5,12,48.7
Indigo,Delhi,Evening,one,Late_Night,Chennai,Economy,6.7,2,98.2
Vistara,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.3,15,30.8
AirAsia,Hyderabad,Afternoon,one,Late_Night,Kolkata,Economy,11.2,20,23.5
Indigo,Delhi,Night,one,Early_Morning,Mumbai,Economy,9.6,33,40.5
Vistara,Kolkata,Morning,two_or_more,Evening,Chennai,Economy,33.7,22,189.0
Air_India,Kolkata,Morning,one,Night,Delhi,Economy,12.3,7,108.9
Vistara,Hyderabad,Afternoon,one,Night,Mumbai,Business,6.7,9,766.6
Vistara,Mumbai,Afternoon,one,Night,Kolkata,Business,7.0,33,823.7
AirAsia,Kolkata,Night,one,Morning,Chennai,Economy,10.9,24,45.2
GO_FIRST,Hyderabad,Night,one,Early_Morning,Mumbai,Economy,11.7,36,43.0
AirAsia,Kolkata,Evening,zero,Evening,Bangalore,Economy,2.8,44,44.1
GO_FIRST,Mumbai,Evening,zero,Evening,Bangalore,Economy,1.7,34,24.3
Vistara,Kolkata,Evening,one,Morning,Chennai,Economy,15.2,37,64.6
Air_India,Hyderabad,Evening,zero,Evening,Delhi,Business,2.2,20,275.5
AirAsia,Bangalore,Morning,one,Evening,Delhi,Economy,7.6,26,31.1
Vistara,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.8,29,56.1
Vistara,Bangalore,Night,one,Afternoon,Hyderabad,Economy,14.6,22,60.8
Air_India,Delhi,Evening,one,Morning,Chennai,Business,15.9,47,516.8
Air_India,Chennai,Early_Morning,one,Afternoon,Mumbai,Business,6.7,46,565.9
Air_India,Delhi,Evening,one,Early_Morning,Chennai,Business,13.3,41,516.8
Indigo,Bangalore,Morning,one,Evening,Kolkata,Economy,7.8,17,59.1
Vistara,Mumbai,Morning,one,Night,Chennai,Business,12.3,29,707.3
Vistara,Kolkata,Evening,one,Night,Hyderabad,Business,28.2,35,595.8
Indigo,Kolkata,Afternoon,one,Evening,Chennai,Economy,5.9,49,47.6
Vistara,Delhi,Evening,zero,Evening,Bangalore,Business,2.8,28,375.2
Vistara,Bangalore,Morning,one,Evening,Kolkata,Economy,11.4,37,71.6
Indigo,Kolkata,Night,zero,Night,Delhi,Economy,2.5,32,45.7
Indigo,Delhi,Afternoon,one,Night,Chennai,Economy,8.2,31,54.0
Indigo,Delhi,Night,one,Early_Morning,Chennai,Economy,8.3,28,33.5
Air_India,Chennai,Early_Morning,one,Evening,Mumbai,Business,12.1,48,565.9
Vistara,Bangalore,Morning,one,Night,Delhi,Business,11.2,31,651.9
AirAsia,Bangalore,Evening,zero,Night,Mumbai,Economy,1.8,37,25.1
AirAsia,Mumbai,Afternoon,two_or_more,Late_Night,Kolkata,Economy,12.5,15,84.6
AirAsia,Kolkata,Evening,two_or_more,Morning,Mumbai,Economy,15.6,1,57.9
Vistara,Chennai,Night,one,Evening,Bangalore,Business,19.9,27,688.2
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,8.5,49,75.0
Vistara,Kolkata,Night,one,Night,Bangalore,Business,24.3,15,597.1
Vistara,Hyderabad,Afternoon,one,Night,Bangalore,Economy,7.0,34,73.8
Indigo,Kolkata,Early_Morning,one,Afternoon,Hyderabad,Economy,6.6,29,74.1
Vistara,Kolkata,Evening,one,Night,Chennai,Economy,28.0,45,67.5
Air_India,Hyderabad,Morning,one,Night,Bangalore,Business,8.8,14,646.3
Vistara,Mumbai,Early_Morning,one,Night,Hyderabad,Economy,13.9,36,38.1
